allen_structure_id,acronym,name,total_density_cells_per_mm3,neuron_density,astrocyte_density,oligodendrocyte_density,microglia_density,glia_density,region_volume_mm3,murakami_total_density,murakami_total_count_mean,murakami_total_count_sd,murakami_is_leaf_region,rodarie_neuron_density,rodarie_region_volume_mm3,ero_region_volume_mm3,ero_total_count,rodarie_gad67_density,rodarie_pv_density,rodarie_sst_density,rodarie_vip_density
330,RSPd6b,"Retrosplenial area, dorsal part, layer 6b",157372.328459,58798.650169,5867.266592,59950.506187,32755.905512,98573.67829,0.055563,180553.430821,10032.0,396.367254,True,41239.115252,0.055563,0.055562,8744,12722.09082,4786.445312,6769.841309,1165.804077
331,MBO,Mammillary body,175059.886627,105706.360993,16245.319723,43667.580061,9440.62585,69353.525634,0.746984,,,,,112715.12723,0.746984,0.746984,130767,7954.429199,3391.847412,862.481995,12.622741
332,ASO,Accessory supraoptic group,173714.285714,115809.52381,6857.142857,51047.619048,0.0,57904.761905,0.001313,,,,,113202.378381,0.001313,0.001313,228,113171.765625,0.0,4254.32373,0.0
333,SH,Septohippocampal nucleus,132552.763819,74422.110553,8673.366834,23015.075377,26442.211055,58130.653266,0.0995,81996.649916,8158.666667,514.303736,True,51558.781771,0.0995,0.0995,13189,51558.785156,369.531097,13366.058594,214.806763
334,BMAp,"Basomedial amygdalar nucleus, posterior part",155356.41517,95131.262924,17833.696951,37491.073969,4900.381325,60225.152245,0.823609,104946.190865,86434.666667,2029.661384,True,89676.650334,0.823609,0.823609,127953,31207.746094,602.971985,9514.374023,1431.229492
335,PERI6a,"Perirhinal area, layer 6a",187094.675052,112876.142558,2694.171908,52241.174004,19283.186583,74218.532495,0.186328,133726.457023,24917.0,1364.426253,True,120338.230095,0.186328,0.186328,34861,13071.392578,1022.614014,7566.11084,951.079895
336,csc,superior colliculus commissure,133597.471022,0.0,28257.11275,82883.034773,22457.323498,133597.471022,0.029656,,,,,,,0.029656,3962,,,,
337,SSp-ll,"Primary somatosensory area, lower limb",158333.679749,74596.527861,12341.466919,42339.829027,29055.855942,83737.151888,3.262578,,,,,58464.167371,3.262578,3.262578,516576,16645.380859,5200.072266,4760.979004,2260.666748
338,SFO,Subfornical organ,381634.365634,263416.583417,27364.635365,48655.344655,42197.802198,118217.782218,0.015641,371255.411255,5806.666667,1523.5952,True,393806.195556,0.015641,0.015641,5969,18936.943359,1580.257935,756.641968,0.0
339,MBsen,"Midbrain, sensory related",147090.904262,54295.612819,11082.050928,47528.322701,34184.917814,92795.291443,8.824359,,,,,36822.2915,8.824359,8.824359,1297983,32793.6875,5653.008301,19423.972656,829.742737
340,PTLp6b,"Posterior parietal association areas, layer 6b",179067.079809,62381.375094,6308.349384,91259.358513,19117.996818,116685.704715,0.186578,160576.16615,29960.0,1078.005566,True,52017.785608,0.186578,0.186578,33410,11657.785156,2969.786133,5126.323242,834.957397
341,smd,supramammillary decussation,131893.80531,0.0,33415.929204,69168.141593,29309.734513,131893.80531,0.014125,,,,,,,0.014125,1863,,,,
342,SI,Substantia innominata,90515.254145,40856.214172,8117.941747,40502.716242,1038.381983,49659.039973,3.437078,81746.856811,280970.333333,5816.005617,True,12489.898193,3.437078,3.437078,311108,12489.893555,935.773926,4596.603516,41.900902
343,BS,Brain stem,129619.370961,60081.059293,9899.68326,45699.898794,13938.729614,69538.311668,113.366859,,,,,43448.849424,113.366859,113.366859,14694541,21245.970703,2967.27002,7513.547852,131.907181
344,AIp5,"Agranular insular area, posterior part, layer 5",131651.361012,80329.94226,2941.61855,27574.374485,20805.425717,51321.418752,0.340969,111495.066141,38016.333333,1665.062561,True,57225.285284,0.340969,0.340969,44889,16022.462891,1360.803223,7867.320801,1004.362183
345,SSp-m,"Primary somatosensory area, mouth",139099.240341,63498.983258,8961.658817,34656.804796,31981.79347,75600.257083,2.965969,,,,,36891.057442,2.965969,2.965969,412564,15080.196289,5490.631836,4439.514648,1887.332397
346,SSp2/3,"Primary somatosensory area, layer 2/3",154406.694959,80731.686035,10582.477294,21662.475707,41430.055923,73675.008924,0.787906,,,,,60212.598793,0.787906,0.787906,121658,26971.990234,5345.639648,2717.128174,4026.864258
347,SBPV,Subparaventricular zone,160856.151349,102272.472853,13662.599351,32634.05351,12287.025635,58583.678495,0.139578,186165.752453,25984.666667,252.198996,True,95692.561389,0.139578,0.139578,22452,46680.296875,40.069534,10612.205078,33.666405
348,MBsta,"Midbrain, behavioral state related",127952.318512,62851.829777,9810.942901,52248.738427,3040.807407,65100.488735,1.572938,,,,,46547.493941,1.572938,1.572938,201261,29776.65625,737.45813,4232.634277,232.326187
350,SLC,Subceruleus nucleus,104506.71785,43024.952015,9857.965451,45911.708253,5712.092131,61481.765835,0.032563,122369.801663,3984.666667,96.857283,True,18111.977363,0.032563,0.032563,3403,7976.391602,128.31517,4810.643555,88.675499
351,BST,Bed nuclei of the stria terminalis,127015.244423,67497.978168,9629.463692,46741.566208,3146.236355,59517.266255,1.646094,,,,,46305.542859,1.646094,1.646094,209079,44544.226562,206.072159,13755.911133,100.405106
353,SSp-n,"Primary somatosensory area, nose",140706.633074,66579.20852,7223.61458,31560.274169,35343.535806,74127.424554,1.420203,,,,,42117.134619,1.420203,1.420203,199832,16157.927734,5940.639648,4683.25,1761.600464
354,MY,Medulla,111186.193713,46437.2059,10050.74199,43528.988162,11169.257661,64748.987813,25.976391,,961333.0,67182.72647,False,25918.343447,25.976391,25.976391,2888216,16431.265625,3784.958252,6501.407715,80.425072
356,PST,Preparasubthalamic nucleus,147898.477157,78213.19797,5928.93401,63756.345178,0.0,69685.279188,0.012313,160297.800338,1973.666667,222.913287,True,76409.974869,0.012313,0.012313,1821,21057.705078,339.789246,2993.96582,13.416801
358,SLD,Sublaterodorsal nucleus,139363.20956,66253.521127,11076.397781,58386.683739,3646.606914,73109.688434,0.073219,119281.832409,8733.666667,483.56213,True,56322.063451,0.073219,0.073219,10204,24452.5625,386.945007,7239.010742,45.288254
359,BSTa,"Bed nuclei of the stria terminalis, anterior division",117822.022053,59534.213387,8445.535021,44775.151421,5067.122224,58287.808666,1.006094,,,,,33498.889577,1.006094,1.006094,118540,33418.699219,78.420219,12692.226562,130.125488
360,DP2/3,"Dorsal peduncular area, layer 2/3",137944.557922,79061.569886,8245.112343,34334.403268,16303.472425,58882.988036,0.107094,92909.250073,9950.0,675.724796,True,62425.122431,0.107094,0.107094,14773,25387.173828,1595.388672,4862.554688,1826.243408
361,SSp-tr,"Primary somatosensory area, trunk",192403.969952,97979.390995,13319.272283,44038.283977,37067.022697,94424.578957,4.856797,,,,,100272.053267,4.856797,4.856797,934467,21703.0625,5482.72168,4747.561523,2259.903564
362,MD,Mediodorsal nucleus of thalamus,148145.768539,75957.954411,6748.29075,31551.933651,33887.589727,72187.814128,1.190672,,,,,62708.003205,1.190672,1.190672,176393,800.260986,140.685333,585.71051,1.671628
363,PL5,"Prelimbic area, layer 5",168259.718545,89740.002787,7588.686081,38886.442803,32044.586875,78519.715759,0.448562,135396.962519,60734.0,3867.728403,True,77682.391899,0.448562,0.448563,75475,16287.993164,5993.378906,6500.244629,930.474304
364,PSTN,Parasubthalamic nucleus,179066.31042,99443.283945,14394.947777,65165.897498,62.1812,79623.026476,0.064328,137648.449518,8854.666667,379.417097,True,107990.749528,0.064328,0.064328,11519,9428.943359,168.710495,2465.392822,28.277399
366,SMT,Submedial nucleus of the thalamus,140330.919465,72782.386073,5435.154707,42170.433765,19942.94492,67548.533392,0.213609,84745.032063,18102.333333,883.069835,True,58191.92295,0.213609,0.213609,29976,584.293274,33.530956,549.90387,0.858423
367,BSTp,"Bed nuclei of the stria terminalis, posterior division",141467.1875,80017.1875,11490.625,49832.8125,126.5625,61450.0,0.64,,,,,66437.87696,0.64,0.64,90539,62033.792969,406.743744,15428.048828,53.684021
368,PERI6b,"Perirhinal area, layer 6b",176391.378058,97557.76217,2464.519254,61132.477598,15236.619036,78833.615888,0.064516,152366.190361,9830.0,520.953933,True,95652.062029,0.064516,0.064516,11380,15419.954102,1022.61322,7566.100098,951.079834
369,SSp-ul,"Primary somatosensory area, upper limb",146392.121755,65066.890816,12527.262103,40000.575727,28797.393109,81325.230938,5.427922,,,,,41829.679003,5.427922,5.427922,794605,14343.076172,4687.864746,4503.246582,1987.569458
370,MY-mot,"Medulla, motor related",106581.396518,44418.715612,9144.28003,44189.01206,8829.388816,62162.680906,16.164313,,,,,22255.269277,16.164313,16.164312,1722815,14912.827148,2216.936523,5362.280762,93.34359
371,ENTmv3,"Entorhinal area, medial part, ventral zone, layer 3",250838.127468,179943.598421,20358.714044,25773.265651,24762.549351,70894.529047,0.027703,160908.441436,4457.666667,1841.451149,True,227718.745248,0.027703,0.027703,6949,19970.400391,164.370102,15727.979492,4078.048828
372,ICB,Infracerebellar nucleus,144676.056338,57915.492958,6422.535211,42478.873239,37859.15493,86760.56338,0.008875,137014.084507,1216.0,47.318073,True,30011.042346,0.008875,0.008875,1284,29996.429688,10617.53125,1558.617554,0.0
374,SNc,"Substantia nigra, compact part",136590.815002,69242.956882,9381.187945,57739.887029,226.783146,67347.85812,0.445359,92064.227157,41001.666667,941.502169,True,54270.149244,0.445359,0.445359,60832,39067.328125,890.477783,1734.527466,0.740006
375,CA,Ammon's horn,162819.026524,107838.201502,12004.468667,23082.557224,19893.799132,54980.825023,14.503766,,,,,125292.232989,14.503766,14.503766,2361489,6051.923828,1245.312744,2064.272949,700.333984
377,VISpl6a,"Posterolateral visual area, layer 6a",202290.809722,101904.7893,7823.96088,51113.476197,41448.583345,100386.020423,0.108641,132240.279975,14366.666667,1312.709158,True,103769.544811,0.108641,0.108641,21977,20000.833984,4508.88916,6120.927246,820.401672
378,SSs,Supplemental somatosensory area,160649.447425,82648.827322,4928.031278,35468.035798,37604.553027,78000.620103,5.946594,,,,,70824.712539,5.946594,5.946594,955317,16451.554688,4734.399902,4789.15918,1966.515503
379,MY-sat,"Medulla, behavioral state related",109236.434624,48535.959892,14756.99898,45179.644172,763.831581,60700.474733,0.352172,,,,,27460.17568,0.352172,0.352172,38470,7769.266113,639.667175,1127.809692,2.828781
380,cuf,cuneate fascicle,127458.544839,0.0,5333.333333,39905.245347,82219.966159,127458.544839,0.036938,,,,,,,0.036938,4708,,,,
381,SNr,"Substantia nigra, reticular part",98167.005729,46069.823454,9003.998597,42839.518298,253.665381,52097.182275,1.336406,94512.927238,126307.666667,2783.769447,True,18431.722876,1.336406,1.336406,131191,18431.724609,2284.735596,680.259338,1.30812
382,CA1,Field CA1,139985.421923,91055.512472,9944.316407,19209.390553,19776.202491,48929.909451,8.583094,,,,,96289.709451,8.583094,8.583094,1201508,5823.374023,1163.47522,1722.146606,906.455933
385,VISp,Primary visual area,183922.23348,100245.618611,11687.288705,32537.222997,39452.103167,83676.614869,6.230188,,,,,99795.364966,6.230188,6.230188,1145870,29140.662109,7389.292969,4550.771484,2744.204102
386,MY-sen,"Medulla, sensory related",131209.154906,54718.333338,12347.386607,45444.275528,18699.159434,76490.821569,6.177016,,,,,36395.374195,6.177016,6.177016,810481,16835.769531,6000.368652,9538.301758,15.327008
388,grf,gracile fascicle,80598.930481,0.0,1026.737968,3935.828877,75636.363636,80598.930481,0.005844,,,,,,,0.005844,471,,,,
390,SO,Supraoptic nucleus,161030.461271,104912.097476,19662.315057,36456.048738,0.0,56118.363795,0.035906,214465.912388,7700.666667,1050.481001,True,117593.320056,0.035906,0.035906,5782,11751.05957,32.964226,2527.024902,33.265232
391,CA1slm,"Field CA1, stratum lacunosum-moleculare",79091.300914,39585.270851,10684.228139,11220.067194,17601.734731,39506.030063,2.334656,76295.31471,178123.333333,6098.565432,True,8612.662981,2.334656,2.334656,184651,6124.476562,22.858328,122.288239,752.934387
393,VISpl6b,"Posterolateral visual area, layer 6b",175806.2954,75854.72155,5656.174334,59661.016949,34634.382567,99951.57385,0.012906,283351.089588,3657.0,377.063655,True,66196.167062,0.012906,0.012906,2269,28347.607422,4508.728027,6120.408691,820.398132
394,VISam,Anteromedial visual area,180961.690973,90879.830106,12580.093906,49574.967232,27926.799728,90081.860866,1.883531,,,,,90933.278614,1.883531,1.883531,340847,19320.066406,4135.947754,5343.398926,2909.623535
395,MDRN,Medullary reticular nucleus,98141.284093,43388.187462,6165.240008,38002.291955,10585.564668,54753.096631,1.567984,,,,,17023.922883,1.567984,1.567984,153884,13275.887695,2500.556641,8844.671875,49.132744
397,vtd,ventral tegmental decussation,95879.654005,0.0,7413.313276,87972.922151,493.418578,95879.654005,0.083094,,,,,,,0.083094,7967,,,,
398,SOC,Superior olivary complex,89914.198582,33573.986417,11948.885854,44391.326311,0.0,56340.212165,0.835141,,,,,8544.648471,0.835141,0.835141,75091,7871.42041,5131.204102,2566.898193,173.30397
399,CA1so,"Field CA1, stratum oriens",117626.63481,62130.493949,8103.630603,29396.187607,17996.322651,55496.140861,1.504141,82945.037137,124761.0,11774.532984,True,53154.583725,1.504141,1.504141,176927,7249.143555,1879.727661,4938.518066,430.896881
401,VISam4,"Anteromedial visual area, layer 4",203055.416875,102938.924946,15459.477451,51235.147279,33421.867199,100116.491929,0.187781,135137.737838,25376.333333,4960.129165,True,111422.964337,0.187781,0.187781,38130,19736.867188,6304.601562,6295.058105,3860.664307
402,VISal,Anterolateral visual area,183217.692513,91971.832058,9078.54288,39230.238666,42937.078908,91245.860454,2.052422,,,,,89818.418551,2.052422,2.052422,376040,17163.714844,4548.764648,4796.298828,2462.301025
403,MEA,Medial amygdalar nucleus,160048.380476,103680.320401,21912.831039,34452.665832,2.563204,56368.060075,1.560547,,,,,104102.420445,1.560547,1.560547,249763,39800.441406,371.375092,14465.608398,361.816162
406,SPF,Subparafascicular nucleus,155898.782278,79479.056913,8155.453839,56853.268849,11411.002677,76419.725365,0.361844,,,,,71039.564121,0.361844,0.361844,56411,23138.078125,229.405212,6773.850098,3.135834
407,CA1sp,"Field CA1, pyramidal layer",301639.95112,227129.873727,13666.541752,34321.205703,26522.329939,74510.077393,1.917969,213476.366599,409441.0,16241.557468,True,314086.96026,1.917969,1.917969,578536,8342.955078,3416.931152,3020.416748,1812.080566
408,PAA1,"Piriform-amygdalar area, molecular layer",71508.638245,41188.202063,12095.381988,7554.884057,10670.170137,30320.436182,0.237859,79517.572095,18914.0,2430.424654,True,23066.521008,0.237859,0.237859,17009,1975.937988,76.205948,1270.794678,269.307922
409,VISl,Lateral visual area,163430.430119,80853.178311,9079.898958,31011.176857,42486.175992,82577.251808,0.903094,,,,,64956.86227,0.903094,0.903094,147593,15916.413086,4537.881348,5026.909668,2867.564209
411,MEAad,"Medial amygdalar nucleus, anterodorsal part",156479.971704,93533.999469,15987.266779,46958.705456,0.0,62945.972234,0.706812,119140.03596,84209.666667,6987.902785,True,88927.641271,0.706812,0.706812,110602,45724.300781,114.321602,14052.054688,96.897003
412,ORBl2/3,"Orbital area, lateral part, layer 2/3",151546.237333,85113.081008,11817.801003,41568.11306,13047.242262,66433.156325,0.738547,123770.974817,91410.666667,6618.423856,True,69403.939206,0.738547,0.738547,111924,13939.998047,5527.368652,4281.154297,2062.497803
413,vVIIIn,vestibular nerve,64828.802351,0.0,10850.844967,45725.202057,8252.755327,64828.802351,0.170125,,,,,,,0.170125,11029,,,,
414,SPFm,"Subparafascicular nucleus, magnocellular part",199234.899329,119932.885906,6966.442953,46335.57047,26000.0,79302.013423,0.0745,159503.355705,11883.0,228.873327,True,138727.565446,0.0745,0.0745,14843,42592.902344,79.700623,12246.234375,10.996055
415,CA1sr,"Field CA1, stratum radiatum",92485.369157,56624.352489,7786.781657,10132.581474,17941.653537,35861.016668,2.826328,56886.648054,160780.333333,9812.738473,True,43871.428613,2.826328,2.826328,261394,3106.065674,195.27446,450.958466,671.793152
416,PAA2,"Piriform-amygdalar area, pyramidal layer",186317.255974,128101.578344,16517.767393,14632.924786,27064.985451,58215.67763,0.177203,103956.029745,18421.333333,431.121019,True,146149.162727,0.177203,0.177203,33016,8258.024414,870.116638,4349.208008,2965.896484
418,MEAav,"Medial amygdalar nucleus, anteroventral part",150973.54578,105231.379126,24725.165815,21017.000839,0.0,45742.166654,0.409906,127149.398999,52119.333333,3275.190732,True,107647.457796,0.409906,0.409906,61885,29632.3125,70.358727,13902.383789,109.805176
421,VISl1,"Lateral visual area, layer 1",86835.228051,40849.19874,4076.153952,2559.649363,39350.225996,45986.029311,0.114078,197639.410126,22546.333333,2958.281652,True,11750.444446,0.114078,0.114078,9906,11750.444336,65.005234,222.335464,989.673889
422,SPFp,"Subparafascicular nucleus, parvicellular part",144662.969005,68990.538336,8463.730288,59580.206634,7628.493747,75672.430669,0.287344,113186.151894,32523.333333,1695.360237,True,53490.005104,0.287344,0.287344,41568,18094.0,268.219299,5355.01709,1.097904
423,CA2,Field CA2,153575.923949,103455.442021,12109.602969,17775.608764,20235.270195,50120.481928,0.614719,,,,,117827.138656,0.614719,0.614719,94406,15789.921875,1315.775391,1797.89624,597.035034
424,PAA3,"Piriform-amygdalar area, polymorph layer",155423.042032,95941.941337,13551.859692,21713.940127,24215.300877,59481.100695,0.206687,105370.023183,21778.666667,494.55266,True,87939.210607,0.206687,0.206688,32124,11961.013672,957.409912,6709.322266,2838.266602
425,VISpl,Posterolateral visual area,179613.581928,99440.003757,10038.979946,28893.627014,41240.971211,80173.578171,0.665406,,,,,95465.858961,0.665406,0.665406,119516,20999.675781,4893.90918,4894.666016,3290.253174
426,MEApd,"Medial amygdalar nucleus, posterodorsal part",169007.189433,111834.141448,27176.7263,29985.621134,10.700552,57173.047985,0.373812,,,,,114344.458669,0.373812,0.373813,63177,41983.8125,1193.842529,17352.150391,747.441895
427,ECT2/3,Ectorhinal area/Layer 2/3,178853.213653,114034.558955,3672.527141,18883.517931,42262.609627,64818.654699,1.138453,93324.586084,106245.666667,10321.460959,True,115302.853176,1.138453,1.138453,203616,17790.529297,1611.187134,4826.951172,5968.452148
429,SPVC,"Spinal nucleus of the trigeminal, caudal part",113115.834256,45986.885361,8227.976724,35248.773799,23652.198372,67128.948895,0.888797,159723.408868,141961.666667,22514.994233,True,21224.30879,0.888797,0.888797,100537,21224.306641,8749.339844,12453.601562,21.367733
430,RSPv2/3,"Retrosplenial area, ventral part, layer 2/3",239256.023156,136459.946276,14880.869583,31123.753202,56791.454095,102796.07688,0.750359,295706.751626,221886.333333,6942.806445,True,165010.858666,0.750359,0.750359,179528,16765.480469,4642.695801,5392.300781,6009.913574
431,CA2slm,"Field CA2, stratum lacunosum-moleculare",73028.936258,36016.888065,10366.800536,11566.26506,15078.982597,37012.048193,0.151734,64612.913191,9804.0,888.314696,True,9450.208692,0.151734,0.151734,11081,9317.701172,100.724426,332.817719,296.005157
432,NC,Nucleus circularis,173714.285714,115809.52381,6857.142857,51047.619048,0.0,57904.761905,0.001313,148571.428571,195.0,9.848858,True,113202.378381,0.001313,0.001313,228,113171.765625,0.0,4254.32373,0.0
433,VISam5,"Anteromedial visual area, layer 5",188305.561676,90433.162318,12817.726858,59975.197507,25079.474993,97872.399358,0.496422,131450.022557,65254.666667,2680.309746,True,89627.185215,0.496422,0.496422,93479,17559.583984,7445.54248,8840.676758,1273.365723
434,RSPd2/3,"Retrosplenial area, dorsal part, layer 2/3",224100.258267,123698.378424,11516.15225,21304.881663,67580.845929,100401.879842,0.738094,180784.170936,133435.666667,7333.985092,True,140881.594909,0.738094,0.738094,165407,16116.519531,5267.206055,4834.805664,6014.506348
435,MEApv,"Medial amygdalar nucleus, posteroventral part",201369.337202,153494.309306,37163.133229,10711.894666,0.0,47875.027896,0.070016,208243.993156,14580.333333,792.862115,True,181856.332149,0.070016,0.070016,14099,27870.876953,337.505066,6526.65918,2452.739502
436,fx,columns of the fornix,102195.49955,0.0,10115.571557,87523.312331,4556.615662,102195.49955,0.347187,,,,,,,0.347187,35481,,,,
437,SPVI,"Spinal nucleus of the trigeminal, interpolar part",117943.693941,46136.701446,11498.444078,44002.782354,16305.766063,71806.992495,1.707188,189824.296784,324065.666667,12009.966583,True,20413.551485,1.707188,1.707188,201352,20413.550781,4158.532715,16250.364258,4.649666
438,CA2so,"Field CA2, stratum oriens",111213.918372,59118.940803,9762.118394,26485.173432,15847.685742,52094.977569,0.142797,72135.098661,10300.666667,1052.739442,True,48334.337642,0.142797,0.142797,15881,19568.867188,2146.492188,3878.351318,398.337219
439,PVHdp,"Paraventricular hypothalamic nucleus, descending division, dorsal parvicellular part",155655.172414,98896.551724,9448.275862,17724.137931,29586.206897,56758.62069,0.0145,146781.609195,2128.333333,133.822021,True,96331.134623,0.0145,0.0145,2257,3733.654297,12.886615,3652.328369,68.43869
440,ORBl6a,"Orbital area, lateral part, layer 6a",153558.215452,67715.54759,7803.878897,59661.780708,18377.008257,85842.667861,0.244109,130333.653374,31815.666667,3323.019761,True,47903.668963,0.244109,0.244109,37485,12611.560547,3209.299561,5941.372559,572.04718
441,VISam6b,"Anteromedial visual area, layer 6b",197162.52783,81471.484843,11377.290632,93703.71639,10610.035965,115691.042987,0.091234,238119.312668,21724.666667,1645.594827,True,85435.406433,0.091234,0.091234,17988,15575.533203,3452.161377,5829.441895,795.377991
442,RSPd1,"Retrosplenial area, dorsal part, layer 1",130102.906296,68149.141393,8158.628759,11239.113247,42556.022896,61953.764903,0.494078,128513.414081,63495.666667,4771.50944,True,55718.460977,0.494078,0.494078,64281,55718.460938,368.187988,748.68512,1396.564331
443,dhc,dorsal hippocampal commissure,101861.527149,0.0,5745.113975,74105.654244,22010.75893,101861.527149,0.807469,,,,,,,0.807469,82250,,,,
444,MED,Medial group of the dorsal thalamus,149117.122563,78392.625057,6603.596796,31776.93819,32343.962521,70724.497506,1.65425,,,,,65608.265655,1.65425,1.65425,246677,651.448608,105.59021,492.58194,1.314026
445,SPVO,"Spinal nucleus of the trigeminal, oral part",104587.545378,40719.149044,10768.754284,42678.581402,10421.060648,63868.396334,0.615484,,,,,16452.572488,0.615484,0.615484,64372,13212.249023,3207.639893,5564.606934,8.420263
446,CA2sp,"Field CA2, pyramidal layer",405413.233458,326116.798446,20125.953669,26047.440699,33123.040644,79296.435012,0.112641,185350.534055,20878.0,1312.18863,True,476439.70136,0.112641,0.112641,45666,25680.494141,3146.502441,2779.199219,1263.456055
447,PVHf,"Paraventricular hypothalamic nucleus, descending division, forniceal part",172695.652174,113565.217391,16347.826087,42782.608696,0.0,59130.434783,0.00575,132173.913043,760.0,19.313208,True,122266.938279,0.00575,0.00575,993,28610.6875,0.0,8597.878906,51.813419
448,ORBl1,"Orbital area, lateral part, layer 1",85896.023366,45992.001797,10165.805437,21711.974837,8026.241294,39904.021568,0.347734,65273.002322,22697.666667,2275.036776,True,25459.997167,0.347734,0.347734,29869,25459.996094,2537.096191,1629.612427,3059.970703
449,vhc,ventral hippocampal commissure,123519.643355,0.0,15888.548342,71823.906381,35807.188632,123519.643355,0.224312,,,,,,,0.224312,27707,,,,
450,SSp-ul1,"Primary somatosensory area, upper limb, layer 1",84072.317852,42065.605716,9008.985601,5735.19541,27262.531125,42006.712136,0.577313,118428.061059,68370.0,1876.20921,True,13816.380999,0.577313,0.577313,48536,13816.379883,155.490707,746.949402,1440.818359
451,BLAv,"Basolateral amygdalar nucleus, ventral part",123299.185974,66981.590482,8640.200376,34284.283031,13393.112085,56317.595491,0.249531,68521.81173,17098.333333,900.556124,True,43544.995405,0.249531,0.249531,30767,33430.171875,576.131775,7271.410156,1399.171143
452,MEPO,Median preoptic nucleus,156637.837838,82832.432432,11929.72973,50475.675676,11400.0,73805.405405,0.185,145072.072072,26838.333333,1243.203255,True,81572.475797,0.185,0.185,28978,26069.021484,180.960388,2060.613281,60.589832
453,SS,Somatosensory areas,162455.945815,77990.824531,9794.706874,38758.120996,35912.293413,84465.121283,37.177937,,,,,64140.782487,37.177937,37.177937,6039777,15972.227539,4895.664551,4571.692871,1995.312134
454,CA2sr,"Field CA2, stratum radiatum",104930.512685,62419.634119,10648.196943,11833.471354,20029.210269,42510.878567,0.207547,61571.632914,12779.0,1904.197469,True,50244.899013,0.207547,0.207547,21778,12553.8125,638.950317,905.016663,592.139343
455,PVHlp,"Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part",181641.618497,111315.606936,14982.65896,49683.236994,5660.115607,70326.011561,0.027031,115853.564547,3131.666667,62.428626,True,114656.535758,0.027031,0.027031,4910,78967.085938,34.468571,24190.349609,5.438701
456,AUDpo6b,"Posterior auditory area, layer 6b",190750.542299,99956.616052,1388.286334,64000.0,25405.639913,90793.926247,0.007203,291910.339841,2102.666667,305.257815,True,95603.364698,0.007203,0.007203,1374,18912.607422,2726.739258,7208.583984,1080.682861
458,OT1,"Olfactory tubercle, molecular layer",72433.310297,42082.9302,15473.393227,13843.123704,1033.863165,30350.380097,1.447,90028.795208,130271.666667,15725.55698,True,23298.917168,1.447,1.447,104811,9925.168945,116.746666,2540.119629,70.968109
460,MEV,Midbrain trigeminal nucleus,156907.085437,79506.449804,12945.97121,49654.140961,14800.523462,77400.635633,0.083578,146429.86228,12238.333333,288.390938,True,76677.099572,0.083578,0.083578,13114,22642.955078,2210.29541,14597.082031,63.841537
461,SSp-tr6b,"Primary somatosensory area, trunk, layer 6b",177930.988938,71153.376259,6936.767377,85280.501899,14560.343404,106777.61268,0.189281,134561.66419,25470.0,551.758099,True,61011.71932,0.189281,0.189281,33679,3562.615723,2740.236328,0.0,822.378723
463,CA3,Field CA3,200826.312426,135494.223764,15324.862109,29962.759989,20044.466563,65332.088662,5.305953,,,,,173072.585735,5.305953,5.305953,1065575,5293.442383,1369.532227,2648.568604,378.872406
464,PVHmpv,"Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone",248757.894737,174652.631579,22400.0,37726.315789,13978.947368,74105.263158,0.005938,118961.403509,706.333333,9.073772,True,224379.945267,0.005938,0.005937,1477,63537.0625,25.672228,6338.059082,27.777639
465,OT2,"Olfactory tubercle, pyramidal layer",135896.216216,80919.115479,20605.012285,31572.285012,2799.80344,54977.100737,1.271875,142810.941851,181637.666667,845.654973,True,68371.992074,1.271875,1.271875,172843,16170.209961,384.666626,5143.209961,162.138931
466,alv,alveus,111203.522051,0.0,9004.711516,78447.207847,23751.602688,111203.522051,1.618375,,,,,,,1.618375,179969,,,,
467,MEZ,Hypothalamic medial zone,172298.900505,103819.215584,11493.904028,49421.408782,7564.37211,68479.684921,3.237281,,,,,107401.940639,3.237281,3.237281,557780,27544.224609,965.621216,5310.479004,59.588528
468,ENTm2a,"Entorhinal area, medial part, dorsal zone, layer 2a",160635.761589,120310.312204,27489.120151,1271.523179,11564.806055,40325.449385,0.016516,62284.452854,1028.666667,747.557579,True,125759.530509,0.016516,0.016516,2653,11085.195312,71.932922,9600.696289,1412.567383
469,VISpm6b,"posteromedial visual area, layer 6b",174018.348624,90935.779816,6605.504587,48000.0,28477.06422,83082.568807,0.013625,251376.146789,3425.0,488.089131,True,80724.928002,0.013625,0.013625,2371,15962.008789,6464.388184,8215.535156,1142.499146
470,STN,Subthalamic nucleus,176321.049821,93560.99794,10683.756771,71656.366827,419.928283,82760.051881,0.204797,162116.731518,33201.0,1933.294856,True,99478.520604,0.204797,0.204797,36110,4220.814453,448.040924,3758.679688,14.093912
471,CA3slm,"Field CA3, stratum lacunosum-moleculare",79358.878914,40765.49157,11645.281366,11350.996278,15597.1097,38593.387344,0.071359,58511.349537,4175.333333,338.711283,True,10118.46558,0.071359,0.071359,5663,4941.092285,63.244209,155.977386,141.797684
472,MEApd-a,"Medial amygdalar nucleus, posterodorsal part, sublayer a",178797.294528,123002.25456,31022.750564,24772.289404,0.0,55795.039967,0.152469,127569.310651,19450.333333,1313.471862,True,133338.695787,0.152469,0.152469,27261,49200.96875,1575.043091,21154.525391,638.517395
