allen_structure_id,acronym,name,total_density_cells_per_mm3,neuron_density,astrocyte_density,oligodendrocyte_density,microglia_density,glia_density,region_volume_mm3,murakami_total_density,murakami_total_count_mean,murakami_total_count_sd,murakami_is_leaf_region,rodarie_neuron_density,rodarie_region_volume_mm3,ero_region_volume_mm3,ero_total_count,rodarie_gad67_density,rodarie_pv_density,rodarie_sst_density,rodarie_vip_density
571,MTN,Midline group of the dorsal thalamus,166583.179536,97642.742991,8223.942921,32603.449876,28113.043747,68940.436544,1.515453,,,,,95876.254235,1.515453,1.515453,252449,7714.203125,98.818245,1757.839233,0.29515
573,VISl4,"Lateral visual area, layer 4",180479.22938,95922.937989,11462.974112,23118.603251,49974.714028,84556.291391,0.103813,98546.257275,10230.333333,858.184906,True,81503.081047,0.103813,0.103812,18736,18415.267578,7719.252441,6423.039551,3797.019531
574,TRN,Tegmental reticular nucleus,127050.337039,58128.337565,9836.995535,54055.151887,5029.852053,68921.999475,0.713938,72066.999329,51451.333333,1906.150134,True,40218.096074,0.713938,0.713938,90706,15245.707031,7587.641113,7657.128418,0.919659
575,CL,Central lateral nucleus of the thalamus,146173.754758,76670.086602,11956.975012,32711.346462,24835.346682,69503.668156,0.283266,108829.53647,30827.666667,2568.023429,True,60730.169323,0.283266,0.283266,41406,1268.700317,563.530396,701.034668,4.135474
576,ACVII,Accessory facial motor nucleus,111349.593496,57012.775842,9886.178862,44450.638792,0.0,54336.817654,0.013453,101091.753775,1360.0,86.712168,True,36988.557572,0.013453,0.013453,1498,15149.188477,448.186768,2240.828857,13.204218
577,SSp-ul4,"Primary somatosensory area, upper limb, layer 4",171422.371704,73611.804275,14904.632744,44642.725399,38263.209287,97810.56743,0.576063,210686.051137,121368.333333,7200.385013,True,58104.584783,0.576063,0.576063,98750,16861.765625,10357.217773,4453.685547,2050.861572
578,BSTpr,"Bed nuclei of the stria terminalis, posterior division, principal nucleus",152289.985052,89222.720478,13677.130045,49273.542601,116.591928,63067.264574,0.3345,170864.972596,57154.333333,681.006853,True,81467.167783,0.3345,0.3345,50941,73902.257812,127.592361,20429.025391,69.268982
579,ec,external capsule,117728.16109,0.0,8536.807818,81872.431152,27318.92212,117728.16109,2.110625,,,,,,,2.110625,248480,,,,
580,NB,Nucleus of the brachium of the inferior colliculus,132948.242812,57775.846645,8309.776358,61480.894569,5381.72524,75172.396166,0.122266,117424.664537,14357.0,1594.55417,True,37374.535535,0.122266,0.122266,16255,34783.304688,506.230103,6637.931152,0.0
581,TRS,Triangular nucleus of septum,173630.072193,77202.555805,5751.555887,74701.186624,15974.773878,96427.516389,0.188297,301104.306697,56697.0,2950.283546,True,79569.443556,0.188297,0.188297,32694,18072.654297,1714.954956,3378.794434,9.609587
582,ORBm2/3,"Orbital area, medial part, layer 2/3",172075.680482,102071.827298,8703.848244,24290.47078,37009.53416,70003.853184,0.316297,203413.328064,64339.0,8613.722947,True,93180.489062,0.316297,0.316297,54427,13437.568359,1875.983154,5436.859863,1905.250366
583,CLA,Claustrum,147921.813718,76580.21109,8942.571984,46239.341858,16159.688785,71341.602628,0.980031,132965.828045,130310.666667,866.511589,True,62387.20595,0.980031,0.980031,144968,29059.404297,906.051636,5261.312988,882.460876
585,BSTif,"Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus",128497.249725,69619.361936,8704.070407,50173.817382,0.0,58877.887789,0.22725,124658.599193,28328.666667,233.857506,True,48821.672192,0.22725,0.22725,29201,48821.667969,199.227478,9878.933594,37.393688
587,ND,Nucleus of Darkschewitsch,215380.292106,120545.757072,13606.951377,43897.208356,37330.3753,94834.535034,0.084516,203591.544956,17206.666667,902.563202,True,151403.057278,0.084516,0.084516,18203,62594.1875,14913.658203,19799.439453,26.821381
588,ACAv1,"Anterior cingulate area, ventral part, layer 1",99036.022945,52065.162524,9929.17782,9984.244742,27057.437859,46970.860421,0.817187,93871.969407,76711.0,2505.688528,True,31637.500509,0.817187,0.817187,80931,31637.498047,664.143127,1172.150635,2892.411377
589,TT,Taenia tecta,132717.203846,76820.644975,10515.673854,37243.420045,8137.464971,55896.55887,1.734078,,,,,71851.769005,1.734078,1.734078,230142,34070.726562,247.288559,4689.108398,1502.916016
590,RSPv6a,"Retrosplenial area, ventral part, layer 6a",190350.81772,91341.2433,8080.260204,45702.139356,45227.174859,99009.574419,0.682156,203990.898957,139153.666667,5776.823897,True,89938.41371,0.682156,0.682156,129849,15120.297852,6966.209961,7115.635742,888.88092
591,CLI,Central linear nucleus raphe,103690.482914,41588.251906,5566.789043,55821.519345,713.922621,62102.231008,0.110656,91098.93627,10080.666667,439.322585,True,19329.373833,0.110656,0.110656,11474,19329.373047,148.278305,4255.013184,267.888733
593,VISp1,"Primary visual area, layer 1",104585.705732,63579.627311,7848.892276,4627.583329,28529.602816,41006.078421,0.861141,149938.344855,129118.0,12787.146711,True,43201.166903,0.861141,0.861141,90063,43201.167969,46.984596,361.723724,1189.470093
594,BSTtr,"Bed nuclei of the stria terminalis, posterior division, transverse nucleus",121350.954479,56387.665198,7212.922173,57750.367107,0.0,64963.289281,0.042563,162114.537445,6900.0,57.419509,True,35247.6914,0.042563,0.042562,5165,35247.6875,6.181664,11846.142578,12.641017
595,fr,fasciculus retroflexus,109841.840783,0.0,9203.914308,63826.500926,36811.425549,109841.840783,0.236312,,,,,,,0.236312,25957,,,,
596,NDB,Diagonal band nucleus,106644.277556,52806.607695,10124.82111,36068.857419,7643.991331,53837.669861,1.146391,127287.619203,145921.333333,10336.098748,True,27565.851556,1.146391,1.146391,122256,27565.853516,1061.468262,11564.722656,59.965088
597,TTd,"Taenia tecta, dorsal part",139387.518178,80971.10114,10210.980324,37310.330255,10895.10646,58416.417039,1.257078,,,,,76459.22416,1.257078,1.257078,175221,33667.808594,260.480865,5841.328125,1644.524902
598,AUDv6b,"Ventral auditory area, layer 6b",183435.294118,90506.951872,3448.128342,72290.909091,17189.304813,92928.342246,0.116875,160464.884135,18754.333333,654.194416,True,88175.420564,0.116875,0.116875,21439,8530.299805,2511.307373,5486.667969,532.324036
599,CM,Central medial nucleus of the thalamus,172350.966107,99717.453278,9773.83592,30104.529617,32755.147292,72633.512829,0.394625,93778.481681,37007.333333,386.355191,True,99869.332663,0.394625,0.394625,68014,187.195068,115.029221,65.089188,7.076658
600,AUDd2/3,"Dorsal auditory area, layer 2/3",188063.327655,108844.338444,5470.346394,19161.476434,54587.166383,79218.989211,0.687891,128377.967064,88310.0,4396.743454,True,106603.846837,0.687891,0.687891,129367,13693.075195,3118.536865,2880.507812,4326.520508
601,VISal6a,"Anterolateral visual area, layer 6a",209382.56088,104537.313433,7566.378633,66689.709348,30589.159466,104845.247447,0.31825,215006.022519,68425.666667,1427.970705,True,117801.792315,0.31825,0.31825,66636,14094.103516,2849.63501,4694.0,866.273682
602,BSTse,"Bed nuclei of the stria terminalis, posterior division, strial extension",146437.941473,86119.071645,11624.621594,47499.495459,1194.752775,60318.869828,0.030969,158385.469223,4905.0,521.148731,True,73175.970977,0.030969,0.030969,4535,73175.96875,5527.259766,7626.630371,69.474831
603,fi,fimbria,114392.543347,0.0,14470.717937,78956.068553,20965.756857,114392.543347,1.870812,,,,,,,1.870812,214007,,,,
604,NI,Nucleus incertus,127984.21507,52666.420027,10433.838944,40259.464792,24624.491306,75317.795043,0.126703,209960.619887,26602.666667,2001.815759,True,30060.291711,0.126703,0.126703,16216,23521.326172,726.779297,8111.016602,31.574852
605,TTv,"Taenia tecta, ventral part",115138.36478,65882.599581,11318.658281,37067.085954,870.020964,49255.765199,0.477,,,,,59709.355824,0.477,0.477,54921,35132.566406,212.521744,1652.568115,1129.722534
606,RSPv2,"Retrosplenial area, ventral part, layer 2",311219.381609,207048.409405,17289.965645,29080.265917,57800.740642,104170.972204,0.350203,358384.390012,125507.333333,8351.449954,True,289074.904983,0.350203,0.350203,108990,15564.926758,2087.193604,3080.653564,6530.209961
607,CN,Cochlear nuclei,148447.276328,61472.322155,15953.417702,52568.045249,18453.491222,86974.954173,1.593953,,,,,52262.627533,1.593953,1.593953,236618,17022.724609,8877.15918,6295.274902,11.144515
608,ORBvl6a,"Orbital area, ventrolateral part, layer 6a",161028.039505,81552.957203,11718.923828,53548.870473,14207.288001,79475.082302,0.275281,128504.938131,35375.0,1584.182123,True,69772.43386,0.275281,0.275281,44328,22480.689453,2354.415283,6210.604492,536.879211
609,SPA,Subparafascicular area,151353.282715,83623.046003,8803.930326,33600.714605,25325.591782,67730.236713,0.069969,110130.117612,7705.666667,839.737062,True,74362.5873,0.069969,0.069969,10590,1698.183472,20.444693,1672.071899,5.666934
610,RSPd5,"Retrosplenial area, dorsal part, layer 5",191534.725271,91228.686322,9584.209879,33513.266722,57208.562347,100306.038948,0.889797,149695.962913,133199.0,4830.060973,True,85842.367269,0.889797,0.889797,170427,20539.34375,8283.305664,7436.520508,1733.542603
611,hbc,habenular commissure,170560.0,0.0,42094.545455,82967.272727,45498.181818,170560.0,0.034375,,,,,,,0.034375,5863,,,,
612,NLL,Nucleus of the lateral lemniscus,108242.062996,39238.333185,10591.094851,52780.726332,5631.908629,69003.729812,0.875547,,,,,15844.895912,0.875547,0.875547,94771,14495.490234,6437.489746,4605.43457,8.695208
613,VISl5,"Lateral visual area, layer 5",169479.076845,79788.993152,10327.162059,38776.566066,40586.355567,89690.083693,0.246438,122906.078282,30288.666667,1724.445515,True,64484.723672,0.246438,0.246438,41766,20464.365234,8032.365234,8745.958008,1750.170776
614,TU,Tuberal nucleus,137660.896906,73694.787357,18800.728115,45057.355618,108.025815,63966.109548,0.472109,149083.391252,70383.666667,3321.294376,True,67071.569134,0.472109,0.472109,64991,16511.609375,41.762321,16448.921875,20.925417
616,CUN,Cuneiform nucleus,111734.544443,44682.547039,9369.543053,42793.215312,14889.23904,67051.997405,0.337156,121451.10761,40948.0,878.169118,True,17131.793957,0.337156,0.337156,37672,17131.792969,1256.875977,3729.843994,14.027762
617,MDc,"Mediodorsal nucleus of the thalamus, central part",145624.990658,75392.870488,5567.296914,32007.174352,32657.648905,70232.12017,0.209078,101343.297711,21188.666667,1872.120812,True,60545.394246,0.209078,0.209078,30447,1812.839966,199.507645,1198.211914,3.987534
618,hc,hippocampal commissures,106570.069964,0.0,7950.328619,73609.595057,25010.146288,106570.069964,1.031781,,,,,,,1.031781,109957,,,,
619,NLOT,Nucleus of the lateral olfactory tract,141185.682508,83421.314459,15898.402427,41865.965622,0.0,57764.368049,0.386328,,,,,81563.604872,0.386328,0.386328,54544,9895.192383,157.248901,4296.524902,831.617004
620,ORBm5,"Orbital area, medial part, layer 5",166655.528256,84847.174447,6702.702703,47650.12285,27455.528256,81808.353808,0.254375,189691.072891,48252.666667,5919.629746,True,71592.676404,0.254375,0.254375,42393,14901.583984,3433.775391,7364.213379,865.253357
621,V,Motor nucleus of trigeminal,115996.391352,50980.992378,10866.759994,41607.466169,12541.172811,65015.398973,0.502266,70962.451392,35642.0,1268.538135,True,33275.839311,0.502266,0.502266,58261,12556.786133,2331.495605,2106.05957,609.854919
622,RSPv6b,"Retrosplenial area, ventral part, layer 6b",152270.337922,61216.520651,5366.708385,52245.306633,33441.802253,91053.817272,0.049938,247128.911139,12341.0,515.040775,True,39938.667008,0.049938,0.049938,7604,16003.183594,6966.13623,7115.611328,888.792114
623,CNU,Cerebral nuclei,118555.333091,61940.192059,10637.707731,34170.268928,11807.164374,56615.141033,51.475187,,,,,38288.714544,51.475187,51.475188,6102658,31678.777344,638.748108,6038.34082,61.388206
625,SSp-ul5,"Primary somatosensory area, upper limb, layer 5",151549.04014,63689.354276,14337.172775,47465.968586,26056.544503,87859.685864,1.4325,121470.622455,174006.666667,7020.548863,True,41325.251133,1.4325,1.4325,217094,15511.922852,6397.317871,8042.359375,1072.24646
626,MDl,"Mediodorsal nucleus of the thalamus, lateral part",155194.746846,79998.341109,7666.286504,34493.865561,33036.253672,75196.405737,0.452109,116192.385231,52531.666667,3441.883399,True,70965.89617,0.452109,0.452109,70165,283.647614,163.668503,119.235992,0.743079
628,NOT,Nucleus of the optic tract,169134.105793,78431.435768,12367.959698,45493.198992,32841.511335,90702.670025,0.155078,167990.596138,26051.666667,1190.865372,True,72568.23015,0.155078,0.155078,26229,52899.316406,3419.290771,4802.126953,7.613647
629,VAL,Ventral anterior-lateral complex of the thalamus,135647.421409,67711.526608,12491.473187,43275.118143,12169.303472,67935.894802,1.21675,91362.235463,111165.0,3749.9932,True,50098.071712,1.21675,1.21675,165049,7008.151367,1636.038574,3466.376709,0.857949
630,ORBl5,"Orbital area, lateral part, layer 5",146941.159016,71267.677517,9497.166256,50923.118008,15253.197234,75673.481499,0.526578,116201.180974,61189.0,5371.081548,True,49259.29105,0.526578,0.526578,77376,12437.993164,5419.334961,6046.740234,796.650635
631,COA,Cortical amygdalar area,158435.71473,109296.225829,20267.661506,21814.835541,7056.991855,49139.488901,2.512969,,,,,114690.818775,2.512969,2.512969,398144,18727.113281,269.589294,7025.82959,1886.897949
632,DG-sg,"Dentate gyrus, granule cell layer",546870.387766,437188.159476,26691.250683,35526.116876,47464.860732,109682.228291,1.430469,492427.62789,704402.333333,27144.378688,True,673617.01566,1.430469,1.430469,782281,5402.437012,1332.534302,1225.153442,687.762085
633,cic,inferior colliculus commissure,95140.939597,0.0,11167.785235,63355.704698,20617.449664,95140.939597,0.004656,,,,,,,0.004656,443,,,,
634,NPC,Nucleus of the posterior commissure,144604.004815,67914.651494,5984.02451,44283.181967,26422.146843,76689.353321,0.285594,115009.519641,32846.0,1611.189312,True,50644.686764,0.285594,0.285594,41298,43837.003906,1559.312012,5966.293457,6.963015
635,PTLp4,"Posterior parietal association areas, layer 4",201453.814877,105452.284143,13136.76154,39603.157139,43261.612055,96001.530734,0.326641,134825.033883,44039.333333,2197.964816,True,109756.039361,0.326641,0.326641,65803,15963.68457,7029.754883,5730.026855,3203.901367
636,MDm,"Mediodorsal nucleus of the thalamus, medial part",143122.259273,72731.135834,6430.784667,28860.152861,35100.185912,70391.12344,0.529484,101458.455061,53720.666667,2549.58513,True,56510.810699,0.529484,0.529484,75781,841.541992,97.833534,742.15863,1.55
637,VENT,Ventral group of the dorsal thalamus,137830.090053,68859.174028,10078.303834,46850.122182,12042.490009,68970.916025,4.367203,,,,,51768.920323,4.367203,4.367203,601932,7210.743652,735.857971,2674.411865,0.947802
638,GU6a,"Gustatory areas, layer 6a",161304.015169,88264.262666,10806.82612,47357.572935,14875.353448,73039.752503,0.469703,106829.180666,50178.0,1219.794655,True,73768.94522,0.469703,0.469703,75765,10199.022461,1816.658569,6981.344727,897.841553
639,COAa,"Cortical amygdalar area, anterior part",136601.462468,86354.633637,14534.427697,35653.186092,59.215043,50246.828832,0.523516,,,,,83751.309453,0.523516,0.523516,71513,9531.722656,68.633995,8903.175781,559.911865
642,NTB,Nucleus of the trapezoid body,114259.953811,47877.321016,13089.699769,53221.986143,70.946882,66382.632794,0.169141,83443.387221,14113.666667,214.504856,True,32100.06446,0.169141,0.169141,19326,19267.947266,11691.641602,6232.556641,3.250348
643,AUDpo2/3,"Posterior auditory area, layer 2/3",197736.379613,129574.692443,4274.165202,7873.462214,56014.059754,68161.68717,0.053344,308995.899238,16483.0,1843.680287,True,139511.129558,0.053344,0.053344,10548,15105.999023,1162.416138,2949.982422,5462.972656
645,VERM,Vermal regions,989291.703924,871311.432419,23445.340195,40365.221018,54169.710293,117980.271505,17.683812,,,,,928085.240058,17.683812,17.683813,17494449,117719.632812,36455.234375,1261.343506,148.077255
646,DP5,"Dorsal peduncular area, layer 5",159139.257746,82467.824311,10143.684031,64370.446033,2157.303371,76671.433436,0.091781,150455.566905,13809.0,624.414125,True,74746.161847,0.091781,0.091781,14606,25781.074219,2369.890869,10253.493164,852.806458
647,COAp,"Cortical amygdalar area, posterior part",164181.299823,115333.202435,21776.336148,18173.335951,8898.42529,48848.097389,1.989453,,,,,122832.411234,1.989453,1.989453,326631,21146.837891,322.469788,6531.813965,2236.088135
648,MOp5,"Primary motor area, Layer 5",152748.250353,66338.343061,12757.373665,47230.034082,26422.499545,86409.907293,3.603406,109842.180576,395806.0,32444.419197,True,45761.648589,3.603406,3.603406,550414,14597.516602,5055.611816,4511.17041,1241.914185
649,VISal6b,"Anterolateral visual area, layer 6b",193637.795276,84455.261274,3458.840372,88280.601288,17443.092341,109182.534001,0.087313,188586.972083,16466.0,1324.696569,True,84782.568145,0.087313,0.087312,16907,10429.668945,2849.583008,4694.018555,866.272217
651,NTS,Nucleus of the solitary tract,154025.362755,71224.390596,13001.130977,47157.975792,22641.86539,82800.972159,0.649328,,,,,56489.37736,0.649328,0.649328,100013,4817.555664,1254.873291,3390.208984,53.036846
652,PVHpml,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone",266678.941312,189716.915995,16754.890679,40064.441887,20142.69275,76962.025317,0.027156,182720.368239,4962.0,174.897113,True,252143.423021,0.027156,0.027156,7242,13853.756836,0.0,13309.782227,311.836517
653,VI,Abducens nucleus,170077.709611,85006.134969,10601.226994,48490.797546,25979.550102,85071.574642,0.015281,175858.214042,2687.333333,110.563707,True,86692.003158,0.015281,0.015281,2599,29246.972656,3752.786133,8983.797852,0.0
654,SSp-n4,"Primary somatosensory area, nose, layer 4",169724.978409,75281.834757,8266.385184,35387.007005,50789.751463,94443.143652,0.162828,163149.537792,26565.333333,624.836245,True,56070.301342,0.162828,0.162828,27636,19505.041016,12144.486328,5821.410645,1539.140869
655,COApl,"Cortical amygdalar area, posterior part, lateral zone",153408.052034,103424.49336,18933.662561,20943.720076,10106.176037,49983.558674,1.037781,,,,,104968.220611,1.037781,1.037781,159204,19997.005859,385.782043,6932.597656,1901.546997
656,MOs1,"Secondary motor area, layer 1",86778.392174,45156.71143,6700.613721,7147.839825,27773.227198,41621.680744,2.057125,113551.031982,233588.666667,13135.075079,True,24137.190343,2.057125,2.057125,178514,24137.189453,120.233215,470.220734,1806.534912
657,SSp-m2/3,"Primary somatosensory area, mouth, layer 2/3",146471.539572,71264.358726,9024.45679,17494.691473,48688.032583,75207.180846,0.790297,136578.210983,107937.333333,3310.042648,True,41633.70039,0.790297,0.790297,115756,16298.584961,4257.288086,2774.887939,4039.355469
658,ll,lateral lemniscus,82200.624819,0.0,13419.652936,63797.537476,4983.434407,82200.624819,1.190344,,,,,,,1.190344,97847,,,,
659,NTSce,"Nucleus of the solitary tract, central part",178003.016591,93828.054299,14190.045249,53285.067873,16699.84917,84174.962293,0.010359,221216.691805,2291.666667,275.536446,True,85835.970247,0.010359,0.010359,1844,29606.835938,244.44278,21861.347656,15.75199
660,PVHpmm,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone",275126.436782,194758.62069,21517.241379,34390.804598,24459.770115,80367.816092,0.005437,207693.48659,1129.333333,63.971348,True,284298.752929,0.005437,0.005437,1496,13853.90332,0.0,4073.887207,556.467407
661,VII,Facial motor nucleus,112291.403983,51187.831482,15282.697889,45591.91434,228.960272,61103.572501,0.624563,134740.184796,84153.666667,3569.398315,True,36428.075025,0.624563,0.624562,70133,11129.566406,377.174133,1732.369507,1108.162964
662,GU6b,"Gustatory areas, layer 6b",146423.483366,74019.569472,10457.925636,51525.636008,10420.352251,72403.913894,0.079844,89320.287019,7131.666667,140.862817,True,55282.857053,0.079844,0.079844,11691,23678.363281,1816.63623,6981.224121,897.831726
663,COApm,"Cortical amygdalar area, posterior part, medial zone",175929.334888,128319.437831,24876.221124,15152.281347,7581.394585,47609.897056,0.951672,,,,,142312.993315,0.951672,0.951672,167427,22400.708984,253.428879,6094.766602,2600.89917
664,ENTm3,"Entorhinal area, medial part, dorsal zone, layer 3",181545.225225,114260.18018,13316.036036,21089.72973,32879.279279,67285.045045,0.69375,65363.123123,45345.666667,1307.890031,True,114730.6267,0.69375,0.69375,125947,15311.12793,3366.059814,10206.790039,1738.2771
665,lot,"lateral olfactory tract, body",122943.286476,0.0,18995.979584,71452.767244,32494.539648,122943.286476,1.095969,,,,,,,1.095969,134742,,,,
666,NTSco,"Nucleus of the solitary tract, commissural part",161508.684864,82421.836228,20667.848281,23276.85218,35142.148174,79086.848635,0.044078,99958.87983,4406.0,3097.996611,True,74290.226619,0.044078,0.044078,7119,9892.349609,160.279587,9705.817383,26.00738
667,FRP2/3,"Frontal pole, layer 2/3",156524.77005,108377.602066,506.051315,12155.559141,35485.557528,48147.167985,0.096828,225371.846592,21822.333333,2900.767542,True,108188.979618,0.096828,0.096828,15156,23239.980469,5592.599121,2699.040039,3118.035889
668,DMHa,"Dorsomedial nucleus of the hypothalamus, anterior part",186835.775202,115040.454844,11007.216269,54203.367592,6584.736497,71795.320359,0.285813,133884.977039,38266.0,888.938693,True,128985.275228,0.285813,0.285813,53400,50675.515625,127.188728,9743.636719,27.280478
669,VIS,Visual areas,183523.17063,100233.976999,11222.792342,34185.772634,37880.628656,83289.193631,12.957203,,,,,100113.745574,12.957203,12.957203,2377947,24237.507812,5753.179199,4810.205078,2833.071777
670,SSp-tr2/3,"Primary somatosensory area, trunk, layer 2/3",198415.089207,111067.443495,15031.171363,26327.038607,45989.435742,87347.645712,1.378469,115927.183696,159802.0,11381.749646,True,116670.016422,1.378469,1.378469,273509,20680.46875,3960.835449,3457.847656,4805.657715
671,RSPagl1,"Retrosplenial area, lateral agranular part, layer 1",115688.817469,62324.227243,8251.819643,12559.221098,32553.549485,53364.590226,0.165297,105904.401802,17505.666667,8234.123228,True,44518.015691,0.165297,0.165297,19123,44518.015625,139.718765,724.275574,1721.843994
672,CP,Caudoputamen,117658.695262,59872.852894,9707.386541,30638.782234,17439.673593,57785.842368,24.555219,134074.010913,3292216.666667,17453.986889,True,32721.702622,24.555219,24.555219,2889135,32721.689453,462.6091,2525.657715,22.749102
673,mp,mammillary peduncle,115321.470937,0.0,21523.131673,93115.065243,683.274021,115321.470937,0.026344,,,,,,,0.026344,3038,,,,
674,NTSge,"Nucleus of the solitary tract, gelatinous part",159759.036145,73012.048193,19518.072289,36867.46988,30361.445783,86746.987952,0.02075,144321.285141,2994.666667,981.446042,True,60968.02514,0.02075,0.02075,3315,13963.508789,2414.339111,11533.661133,15.507674
675,AIv6a,"Agranular insular area, ventral part, layer 6a",151873.015873,77902.713774,9880.184332,52661.546339,11428.571429,73970.302099,0.122063,140103.089264,17101.333333,990.089053,True,56941.522992,0.122063,0.122063,18538,14067.206055,2245.206787,6670.146973,506.810608
676,DMHp,"Dorsomedial nucleus of the hypothalamus, posterior part",253039.218825,167740.035217,11822.634865,55568.432848,17908.115896,85299.183608,0.097609,126449.602476,12342.666667,545.50191,True,223193.657325,0.097609,0.097609,24699,65806.226562,60.721863,16366.550781,35.116371
677,VISC,Visceral area,139179.756877,80115.735699,3505.219262,32498.357637,23060.444279,59064.021178,1.764797,,,,,61363.528744,1.764797,1.764797,245624,16640.509766,2817.979004,5802.04541,2362.601318
678,AUDd4,"Dorsal auditory area, layer 4",206152.414458,115115.020144,6714.861261,40554.275662,43768.257391,91037.394314,0.275359,151856.097146,41815.0,2326.799519,True,125833.314539,0.275359,0.275359,56766,17523.380859,8672.103516,4915.246094,2866.786133
679,CS,Superior central nucleus raphe,114611.81323,50618.581778,8770.345302,42025.910846,13196.975305,63993.231453,0.590969,,,,,27079.721763,0.590969,0.590969,67732,21013.566406,308.424988,6345.98877,38.080727
680,ORBvl6b,"Orbital area, ventrolateral part, layer 6b",122514.285714,45714.285714,8228.571429,57142.857143,11428.571429,76800.0,0.002188,57447.619048,125.666667,16.289056,True,24225.93052,0.002188,0.002188,268,0.0,0.0,0.0,0.0
681,mtg,mammillotegmental tract,112105.332456,0.0,13082.290981,95431.20474,3591.836735,112105.332456,0.094937,,,,,,,0.094937,10643,,,,
682,NTSl,"Nucleus of the solitary tract, lateral part",144099.945418,64589.96907,9350.233489,51257.444357,18902.298502,79509.976348,0.257641,162052.600724,41751.333333,4606.351304,True,45217.20821,0.257641,0.257641,37126,1849.44751,1816.587891,0.0,32.859371
683,PTLp5,"Posterior parietal association areas, layer 5",193980.968726,95494.460704,11986.822145,49660.532324,36839.153553,98486.508022,1.019703,146606.068964,149494.666667,7142.440923,True,94900.970496,1.019703,1.019703,197803,19151.535156,7538.996094,8480.755859,1321.463745
684,DMHv,"Dorsomedial nucleus of the hypothalamus, ventral part",225002.255074,140075.169131,11425.707843,64745.677775,8755.700326,84927.085943,0.124719,134986.386035,16835.333333,189.690098,True,176419.558201,0.124719,0.124719,28062,60978.738281,32.054287,14625.40332,30.702478
685,VM,Ventral medial nucleus of the thalamus,133893.194101,68815.975085,9828.341119,51187.688925,4061.188971,65077.219016,0.682312,89210.344722,60869.333333,2697.49705,True,51576.573053,0.682312,0.682312,91357,11310.448242,100.795296,8737.761719,1.729763
686,SSp6a,"Primary somatosensory area, layer 6a",167327.663066,76710.734309,11903.842472,62724.025708,15989.060577,90616.928757,0.571328,,,,,62515.231461,0.571328,0.571328,95599,14203.985352,4485.585938,4629.572754,1047.649048
687,RSPv5,"Retrosplenial area, ventral part, layer 5",194478.069255,91882.569663,10109.268975,37326.244608,55159.986009,102595.499592,1.340156,189075.714119,253391.0,18340.452775,True,88196.970857,1.340156,1.340156,260631,17146.044922,9271.708008,6360.876953,1513.461182
688,CTX,Cerebral cortex,170208.221215,102320.599224,9855.058423,31800.904552,26231.659016,67887.621991,216.509219,,143238.0,1418.512954,False,104507.904757,216.509219,216.509219,36851649,23248.179688,2858.695557,5029.766113,1974.60144
689,VLPO,Ventrolateral preoptic nucleus,69327.748691,37093.193717,14274.34555,17089.005236,871.204188,32234.554974,0.029844,78587.085515,2345.333333,762.05271,True,9748.516414,0.029844,0.029844,2069,0.0,0.0,0.0,0.0
690,mtt,mammillothalamic tract,101083.172147,0.0,6235.976789,90382.978723,4464.216634,101083.172147,0.12925,,,,,,,0.12925,13065,,,,
691,NTSm,"Nucleus of the solitary tract, medial part",159902.053712,74208.530806,14439.178515,47620.853081,23633.491311,85693.522907,0.3165,141344.918378,44735.666667,6915.217519,True,61932.019837,0.3165,0.3165,50609,5115.938477,907.118286,4131.912109,76.907074
692,PERI5,"Perirhinal area, layer 5",163192.82643,101533.056485,4445.261108,35049.35504,22165.153798,61659.769946,0.425172,92174.488258,39190.0,2381.627385,True,93679.087963,0.425172,0.425172,69385,13105.34082,2205.672363,6653.190918,967.626526
693,VMH,Ventromedial hypothalamic nucleus,214051.108197,134535.708575,13945.437682,60237.822624,5332.139316,79515.399623,0.488547,,,,,162945.795881,0.488547,0.488547,104574,27549.287109,16.950424,7871.859863,9.076351
694,AIv2/3,"Agranular insular area, ventral part, layer 2/3",124884.453562,75133.627734,18635.418478,19810.424563,11304.982788,49750.825828,0.449359,114653.592499,51520.666667,1511.676663,True,48948.990256,0.449359,0.449359,56118,13388.254883,2146.189209,4864.702148,2233.371582
695,CTXpl,Cortical plate,171331.519231,103259.813314,9882.181587,31371.949122,26817.575208,68071.705918,208.074703,,,,,106000.580813,208.074703,208.074703,35649755,22814.107422,2888.523438,4806.317871,2013.839355
696,AUDpo1,"Posterior auditory area, layer 1",104641.077441,60853.872054,2197.979798,2628.956229,38960.26936,43787.205387,0.023203,286426.936027,6646.0,997.448244,True,43720.461373,0.023203,0.023203,2428,43720.460938,32.988155,343.315369,1411.812622
697,ml,medial lemniscus,80712.657966,0.0,10359.229335,67758.856433,2594.572198,80712.657966,1.20675,,,,,,,1.20675,97400,,,,
698,OLF,Olfactory areas,204033.136678,154284.374101,8708.459873,26192.562313,14847.740391,49748.762577,43.850578,,161211.0,2714.022108,False,186717.087618,43.850578,43.850578,8946971,46790.59375,600.533386,6458.239746,2214.000977
